vehicle_idx,dept_name,equipmentid,vehicledescription,vehicle_type,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,current_age,county,solution_idx,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037
255,Fire Department - Fire Prevention,30078,2008 HONDA CIVIC',HEV,10161602,7/7/2008,21445,5500,7276,117406,369.3,6001.17,29,607.4205517,R356,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
322,Fire Department - Fire Prevention,30178,2009 FORD FOCUS',ICE,10161602,3/16/2009,12421.95,5500,6569,105687,984.26,6840.26,27,589.0203333,R423,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
337,Fire Department - Fire Prevention,30195,2009 HONDA CIVIC',HEV,10161602,3/16/2009,20759,6000,11474,110552,502.32,8480,29,957.8811724,R438,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
338,Fire Department - Fire Prevention,30196,2009 HONDA CIVIC',HEV,10161602,3/16/2009,20759,6000,4997,84099,427.35,4697.66,29,417.1633448,R439,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
339,Fire Department - Fire Prevention,30197,2009 HONDA CIVIC',HEV,10161602,3/16/2009,20759,6000,9910,89553,411.74,5780.21,29,827.3141379,R440,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
405,Fire Department - Fire Prevention,30388,2009 CHEVROLET IMPALA',ICE,10161602,7/8/2009,16620,5000,7672,152843,374.34,9499.91,21,884.472,R506,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
419,Fire Department - Fire Prevention,30417,2009 DODGE NITRO',ICE,10161602,8/25/2009,18475.88,6000,12474,146998,3363.65,15159.72,17,1776.444353,R520,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
429,Fire Department - Fire Prevention,30427,2009 DODGE NITRO',ICE,10161602,8/25/2009,18475.88,6000,5698,131109,1143.73,8546.6,17,811.4622353,R530,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
246,Fire Department - Fire Rescue Academy,30066,2007 CHEVROLET VAN CARGO',ICE,10161607,6/4/2008,16319.24,6500,6996,91942,3332.35,12279.35,14,1209.808286,R347,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
247,Fire Department - Fire Rescue Academy,30067,2007 CHEVROLET VAN CARGO',ICE,10161607,6/4/2008,17069.25,6500,9749,110791,151.76,8925.09,14,1685.880643,R348,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,16,,,,,,,,,,,,,,,,
498,Fire Department - Fire Rescue Academy,30608,2010 DODGE Grand Caravan',ICE,10161607,3/17/2010,18551,7000,8133,100367,1016.47,5703.34,19,1036.315421,R599,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
567,Fire Department - Fire Rescue Academy,30703,2011 CHEVROLET SILVERADO',ICE,10161607,12/21/2010,26055,15000,18984,117787,742.59,9357.93,18,2553.348,R668,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,14,,,,,,,,,,,,,,,,
575,Fire Department - Fire Rescue Academy,30711,2011 CHEVROLET SILVERADO',ICE,10161607,1/21/2011,25455,15000,12835,61190,401.65,3247.67,18,1726.3075,R676,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
642,Fire Department - Fire Rescue Academy,30889,2011 CHEVROLET SUBURBAN',ICE,10161607,3/15/2011,34998,14500,14255,145329,4239.82,12105.06,12,2875.94625,R743,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
745,Fire Department - Fire Rescue Academy,31048,2014 CHEVROLET SUBURBAN',ICE,10161607,10/8/2013,35955,9321.67,18235,86627,1652.86,5952.41,17,2596.878529,R846,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
898,Fire Department - Fire Rescue Academy,31226,2012 CHEVROLET EXPRESS',ICE,10161607,11/30/2015,21621,12000,9684,47819,633.88,1953.42,14,1674.640286,R999,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,6,Baltimore County,15,,,,,,,,,,,,,,,,
616,Fire Department - Office of Emergency Preparedness,30857,2011 DODGE NITRO',ICE,10161605,3/10/2011,17777,7000,14784,113872,2863.39,9988.31,18,1988.448,R717,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,10,Baltimore County,16,,,,,,,,,,,,,,,,
29,Fire Department - Operations,27270,2005 CHEVROLET SUBURBAN',ICE,10161604,2/4/2005,31235,4000,10167,137869,923.74,16832.73,14,1758.164786,R130,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,16,Baltimore County,0,,,,,,,,,,,,,,,,
112,Fire Department - Operations,27791,2007 CHEVROLET SUBURBAN',ICE,10161604,3/16/2007,32540,4800,9389,146525,762.47,17718.75,16,1420.673063,R213,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
114,Fire Department - Operations,27794,2007 CHEVROLET SUBURBAN',ICE,10161604,3/16/2007,32540,4800,8796,149066,586.68,15021.69,16,1330.94475,R215,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
116,Fire Department - Operations,27796,2007 CHEVROLET SUBURBAN',ICE,10161604,3/26/2007,32540,4800,9977,180409,989.65,14463.46,16,1509.644813,R217,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
117,Fire Department - Operations,27797,2007 CHEVROLET SUBURBAN',ICE,10161604,3/26/2007,32540,4800,18585,170484,2315.06,14226.41,16,2812.142813,R218,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
232,Fire Department - Operations,30031,2008 CHEVROLET SUBURBAN',ICE,10161604,2/29/2008,31718,5000,7041,135918,191.55,16628.18,16,1065.391313,R333,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
290,Fire Department - Operations,30128,2008 CHEVROLET 3/4 TON PU',ICE,10161604,10/8/2008,26920,11000,4133,56269,536.36,9987.98,17,588.5878235,R391,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
291,Fire Department - Operations,30129,2008 CHEVROLET 3/4 TON PU',ICE,10161604,10/8/2008,26920,11000,5694,49317,1239.25,6059.1,17,810.8925882,R392,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
292,Fire Department - Operations,30130,2008 CHEVROLET 3/4 TON PU',ICE,10161604,10/8/2008,26920,11000,4582,43058,861.29,6196.82,17,652.5307059,R393,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
293,Fire Department - Operations,30131,2008 CHEVROLET 3/4 TON PU',ICE,10161604,10/8/2008,26920,11000,4597,36410,339.56,4933.67,17,654.6668824,R394,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
388,Fire Department - Operations,30346,2009 CHEVROLET SUBURBAN',ICE,10161604,4/30/2009,31798,5500,24474,175695,1765.78,16363.21,16,3703.222125,R489,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,12,Baltimore County,14,,,,,,,,,,,,,,,,
389,Fire Department - Operations,30347,2009 CHEVROLET SUBURBAN',ICE,10161604,5/5/2009,31798,5500,9121,151785,693.25,13695.83,16,1380.121313,R490,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
390,Fire Department - Operations,30349,2009 CHEVROLET SUBURBAN',ICE,10161604,5/5/2009,31798,5500,5984,162730,232.65,12462.7,16,905.454,R491,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
391,Fire Department - Operations,30351,2009 CHEVROLET SUBURBAN',ICE,10161604,5/5/2009,31798,5500,22798,152148,1548.84,12003.97,16,3449.622375,R492,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
441,Fire Department - Operations,30447,2009 CHEVROLET SILVERADO',ICE,10161604,10/7/2009,27588,12000,2324,48065,125.72,4928.49,20,281.3202,R542,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
442,Fire Department - Operations,30448,2009 CHEVROLET SILVERADO',ICE,10161604,10/7/2009,27588,12000,5063,49803,785.71,6268.79,20,612.87615,R543,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
443,Fire Department - Operations,30449,2009 CHEVROLET SILVERADO',ICE,10161604,10/7/2009,27588,12000,6063,49621,484.36,5210.82,20,733.92615,R544,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
444,Fire Department - Operations,30450,2009 CHEVROLET SILVERADO',ICE,10161604,10/7/2009,27588,12000,6398,53470,727.85,6180.95,20,774.4779,R545,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
445,Fire Department - Operations,30451,2009 CHEVROLET SILVERADO',ICE,10161604,10/7/2009,27588,12000,6228,49137,78.46,4508.43,20,753.8994,R546,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
446,Fire Department - Operations,30452,2009 CHEVROLET SILVERADO',ICE,10161604,10/7/2009,27588,12000,5242,49542,519.63,5948.38,20,634.5441,R547,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
553,Fire Department - Operations,30684,2011 CHEVROLET SILVERADO',ICE,10161604,11/2/2010,27445,15000,4304,34389,55.29,2487.24,18,578.888,R654,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
554,Fire Department - Operations,30685,2011 CHEVROLET SILVERADO',ICE,10161604,11/12/2010,26849,15000,4525,31355,466.51,4284.54,18,608.6125,R655,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
555,Fire Department - Operations,30686,2011 CHEVROLET SILVERADO',ICE,10161604,11/17/2010,26849,15000,4270,27000,239.39,2833.19,18,574.315,R656,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
556,Fire Department - Operations,30687,2011 CHEVROLET SILVERADO',ICE,10161604,11/17/2010,26849,15000,3495,28043,1288.77,4165.51,18,470.0775,R657,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
557,Fire Department - Operations,30688,2011 CHEVROLET SILVERADO',ICE,10161604,11/12/2010,26849,15000,3660,30801,1009.18,2426.83,18,492.27,R658,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
558,Fire Department - Operations,30689,2011 CHEVROLET SILVERADO',ICE,10161604,11/12/2010,26849,15000,58,23857,294.05,2771.38,18,7.801,R659,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
559,Fire Department - Operations,30690,2011 CHEVROLET SILVERADO',ICE,10161604,11/12/2010,26849,15000,5217,37541,631.64,5625.09,18,701.6865,R660,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
630,Fire Department - Operations,30874,2011 CHEVROLET SUBURBAN',ICE,10161604,3/15/2011,34998,14500,10670,131808,798.23,13316.48,12,2152.6725,R731,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
633,Fire Department - Operations,30877,2011 CHEVROLET SUBURBAN',ICE,10161604,3/10/2011,34998,14500,20300,158973,650.97,9277.25,12,4095.525,R734,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
634,Fire Department - Operations,30878,2011 CHEVROLET SUBURBAN',ICE,10161604,3/10/2011,34998,14500,10628,148027,819.27,7900.16,12,2144.199,R735,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
635,Fire Department - Operations,30879,2011 CHEVROLET SUBURBAN',ICE,10161604,3/10/2011,34998,14500,14114,98819,1428.28,7371.22,12,2847.4995,R736,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
636,Fire Department - Operations,30880,2011 CHEVROLET SUBURBAN',ICE,10161604,3/10/2011,34998,14500,10862,150815,969.1,8350.41,12,2191.4085,R737,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,0,,,,,,,,,,,,,,,,
637,Fire Department - Operations,30883,2011 CHEVROLET SUBURBAN',ICE,10161604,3/14/2011,34998,14500,17362,178334,2731.72,17240.92,12,3502.7835,R738,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,10,Baltimore County,14,,,,,,,,,,,,,,,,
728,Fire Department - Operations,31030,2014 CHEVROLET SUBURBAN',ICE,10161604,10/2/2013,35955,9321.67,13468,106621,938.89,4182.97,17,1918.001647,R829,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
729,Fire Department - Operations,31031,2014 CHEVROLET SUBURBAN',ICE,10161604,10/2/2013,35955,9321.67,8510,94776,97.53,5734.61,17,1211.924118,R830,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
730,Fire Department - Operations,31032,2014 CHEVROLET SUBURBAN',ICE,10161604,10/2/2013,35955,9321.67,11569,92295,667.52,4271.87,17,1647.561706,R831,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
735,Fire Department - Operations,31038,2014 CHEVROLET SUBURBAN',ICE,10161604,10/7/2013,35955,9321.67,19622,139310,11928.77,22854.39,17,2794.403647,R836,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
736,Fire Department - Operations,31039,2014 CHEVROLET SUBURBAN',ICE,10161604,10/7/2013,35955,9321.67,26807,166585,2492.11,16253.17,17,3817.632176,R837,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
737,Fire Department - Operations,31040,2014 CHEVROLET SUBURBAN',ICE,10161604,10/7/2013,35955,9321.67,27116,169528,3802.91,17274.68,17,3861.637412,R838,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
738,Fire Department - Operations,31041,2014 CHEVROLET SUBURBAN',ICE,10161604,10/7/2013,35955,9321.67,27350,167713,4342.19,17794.81,17,3894.961765,R839,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
739,Fire Department - Operations,31042,2014 CHEVROLET SUBURBAN',ICE,10161604,10/7/2013,35955,9321.67,15055,167734,2128.12,21882.66,17,2144.009118,R840,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
740,Fire Department - Operations,31043,2014 CHEVROLET SUBURBAN',ICE,10161604,10/8/2013,35955,9321.67,26561,174618,14122.26,30690.6,17,3782.598882,R841,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
741,Fire Department - Operations,31044,2014 CHEVROLET SUBURBAN',ICE,10161604,10/8/2013,35955,9321.67,26373,176933,7574.05,22804.42,17,3755.825471,R842,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
742,Fire Department - Operations,31045,2014 CHEVROLET SUBURBAN',ICE,10161604,10/8/2013,35955,9321.67,38289,178078,12057.59,29200.39,17,5452.804059,R843,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
743,Fire Department - Operations,31046,2014 CHEVROLET SUBURBAN',ICE,10161604,10/8/2013,35955,9321.67,26873,82918,2770.14,7518.04,17,3827.031353,R844,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
746,Fire Department - Operations,31049,2014 CHEVROLET SUBURBAN',ICE,10161604,10/8/2013,35955,9321.67,10600,85996,521.38,5011.88,17,1509.564706,R847,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
747,Fire Department - Operations,31050,2014 CHEVROLET SUBURBAN',ICE,10161604,10/8/2013,35955,9321.67,21306,82826,1182.38,4053.34,17,3034.225059,R848,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
748,Fire Department - Operations,31051,2014 CHEVROLET SUBURBAN',ICE,10161604,10/7/2013,35955,9321.67,13956,72414,546.48,3951.23,17,1987.498588,R849,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
933,Fire Department - Operations,31263,2016 CHEVROLET SUBURBAN',ICE,10161604,6/14/2016,45521,25289.44,8841,50430,485.31,1519.48,18,1189.1145,R1034,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,5,Baltimore County,0,,,,,,,,,,,,,,,,
934,Fire Department - Operations,31264,2016 CHEVROLET SUBURBAN',ICE,10161604,6/14/2016,45521,25289.44,11900,43302,643.89,2515.04,18,1600.55,R1035,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,5,Baltimore County,0,,,,,,,,,,,,,,,,
1100,Fire Department - Operations,31444,2017 FORD EXPLORER',ICE,10161604,5/19/2017,33138,21785.17,18825,42931,251.07,717.7,22,2071.605682,R1201,Ford Explorer,46000,25,HEV,1198.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1101,Fire Department - Operations,31445,2017 FORD EXPLORER',ICE,10161604,5/19/2017,33138,21785.17,8252,26424,685.24,877.35,22,908.0950909,R1202,Ford Explorer,46000,25,HEV,1198.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1102,Fire Department - Operations,31446,2017 FORD EXPLORER',ICE,10161604,5/19/2017,33138,21785.17,5329,20676,45.4,329.33,22,586.4322273,R1203,Ford Explorer,46000,25,HEV,1198.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1164,Fire Department - Operations,31517,2017 FORD F250',ICE,10161604,10/15/2017,33565,23619.81,2349,6817,190.36,511.46,15,379.1286,R1265,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1165,Fire Department - Operations,31518,2017 FORD F250',ICE,10161604,11/13/2017,33565,23930.6,5138,11120,297.89,261.94,15,829.2732,R1266,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1166,Fire Department - Operations,31519,2017 FORD F250',ICE,10161604,10/15/2017,33565,23619.81,3996,10099,182.33,653.7,15,644.9544,R1267,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1167,Fire Department - Operations,31520,2017 FORD F250',ICE,10161604,11/13/2017,33565,23930.6,2350,6735,297.89,552.98,15,379.29,R1268,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1168,Fire Department - Operations,31521,2017 FORD F250',ICE,10161604,11/13/2017,33565,23930.6,3164,7558,73.76,463.82,15,510.6696,R1269,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1169,Fire Department - Operations,31522,2017 FORD F250',ICE,10161604,11/13/2017,33565,23930.6,4758,12040,43.93,315.2,15,767.9412,R1270,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1170,Fire Department - Operations,31523,2017 FORD F250',ICE,10161604,11/13/2017,33565,23930.6,5589,12556,371.32,609.8,15,902.0646,R1271,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1171,Fire Department - Operations,31524,2017 FORD F250',ICE,10161604,10/27/2017,33795,23781.67,1913,6540,64.45,64.45,15,308.7582,R1272,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1172,Fire Department - Operations,31525,2017 FORD F250',ICE,10161604,11/13/2017,33795,24094.58,1411,3147,297.89,17.3,15,227.7354,R1273,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
124,Housing Office,27821,2007 HONDA CIVIC',HEV,005057XX21,5/30/2007,21475,3500,8157,108417,1648.44,14200.75,29,680.9688621,R225,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
248,Housing Office,30071,2008 HONDA CIVIC',HEV,005057XX21,7/7/2008,21445,5500,5868,103645,1903.06,12228.08,29,489.8768276,R349,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
288,Housing Office,30122,2008 CHEVROLET UPLANDER',ICE,005057XX21,9/12/2008,17386,4000,4430,120487,1121.35,13201.1,19,564.4752632,R389,Ford Escape,29000,39,HEV,1110.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
332,Housing Office,30190,2009 FORD FOCUS',ICE,005057XX21,3/16/2009,12421.95,5500,4892,95199,349.19,5332.87,27,438.6493333,R433,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
341,Housing Office,30199,2009 HONDA CIVIC',HEV,005057XX21,3/16/2009,20759,6000,6669,103049,1240.7,8047.9,29,556.7465172,R442,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
342,Housing Office,30200,2009 HONDA CIVIC',HEV,005057XX21,3/16/2009,20759,6000,7250,93275,842.01,4961.68,29,605.25,R443,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
901,Housing Office,31229,2014 FORD E350',ICE,005057XX21,12/1/2015,26109.88,13054.94,597,2900,141.31,999.58,12,120.44475,R1002,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
151,Housing Services,27876,2007 HONDA CIVIC',HEV,005067XX23,9/28/2007,21475,3500,9932,160151,307.78,8616.21,29,829.1507586,R252,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
152,Housing Services,27877,2007 HONDA CIVIC',HEV,005067XX23,9/28/2007,21475,3500,2811,108788,639.85,5468.23,29,234.6700345,R253,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
563,Office of County Executive,30697,2010 CHEVROLET SUBURBAN',ICE,10010101,11/10/2010,37293.73,6000,11508,141950,4440.01,17086.26,14,1990.062,R664,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
786,Office of County Executive,31095,2015 CHEVROLET SUBURBAN',ICE,10010101,12/5/2014,66014.55,25672.33,26188,149873,1346.65,25720.89,18,3522.286,R887,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
5,OIT: Electronic Services/Telecommunications,26563,2000 CHEVROLET VAN CARGO',ICE,10696904,11/1/2000,19219,3000,2471,160697,1168.03,16461.43,15,398.8194,R106,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,21,Baltimore County,0,,,,,,,,,,,,,,,,
6,OIT: Electronic Services/Telecommunications,26566,2000 GMC 1.0 TON UT',ICE,10696904,11/1/2000,35402,5000,1320,107700,1929.84,20563.47,13,245.8246154,R107,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,21,Baltimore County,0,,,,,,,,,,,,,,,,
21,OIT: Electronic Services/Telecommunications,27002,2003 FORD E350',ICE,10696904,5/9/2003,19708,4000,5437,66173,43.13,5305.87,12.5,1053.03816,R122,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,18,Baltimore County,0,,,,,,,,,,,,,,,,
65,OIT: Electronic Services/Telecommunications,27540,2006 GMC SAVANA',ICE,10696904,7/25/2006,19006,4000,3692,117142,1193.04,8694.1,14,638.4522857,R166,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
77,OIT: Electronic Services/Telecommunications,27590,2007 JEEP LIBERTY',ICE,10696904,12/21/2006,17816,5500,4491,114440,808.59,6907.07,17,639.5712353,R178,Ford Escape,29000,39,HEV,1110.2,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
78,OIT: Electronic Services/Telecommunications,27592,2007 JEEP LIBERTY',ICE,10696904,12/21/2006,17816,5500,5499,104815,596.47,8570.33,17,783.1222941,R179,Ford Escape,29000,39,HEV,1110.2,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
189,OIT: Electronic Services/Telecommunications,27927,2008 JEEP LIBERTY',ICE,10696904,12/13/2007,19998,6000,4951,70946,585.4,5479.09,18,665.9095,R290,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
192,OIT: Electronic Services/Telecommunications,27931,2008 JEEP LIBERTY',ICE,10696904,12/13/2007,19998,6000,5388,92649,659.26,4835.16,18,724.686,R293,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
