vehicle_idx,dept_name,equipmentid,vehicledescription,vehicle_type,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,current_age,county,solution_idx,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037
1113,Police Department - Operations,31458,2017 FORD TAURUS AWD',ICE,10151506,7/11/2017,26920,13833.89,34971,99004,6470.73,11121.73,19,4456.041632,R1214,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1114,Police Department - Operations,31459,2017 FORD TAURUS AWD',ICE,10151506,7/11/2017,26920,13833.89,27357,69766,3939.78,8071.97,19,3485.857737,R1215,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1115,Police Department - Operations,31460,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,45079,104978,5766.09,10704.82,19,5744.013632,R1216,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1117,Police Department - Operations,31464,2017 FORD TAURUS AWD',ICE,10151506,7/11/2017,26920,13833.89,41791,101419,4998.15,9450.64,19,5325.053211,R1218,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1118,Police Department - Operations,31465,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,25775,65745,3128.3,6543.15,19,3284.277632,R1219,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1119,Police Department - Operations,31466,2017 FORD TAURUS AWD',ICE,10151506,7/13/2017,26920,13833.89,21127,65077,1539.2,5647.36,19,2692.024579,R1220,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1121,Police Department - Operations,31470,2017 FORD TAURUS AWD',ICE,10151506,7/12/2017,26920,13833.89,11004,30116,1191.12,3204.97,19,1402.141263,R1222,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1122,Police Department - Operations,31471,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,36693,89288,4194.06,9172.97,19,4675.460684,R1223,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1124,Police Department - Operations,31474,2017 FORD TAURUS AWD',ICE,10151506,7/13/2017,26920,13833.89,30679,89188,3480.38,8265.41,19,3909.150474,R1225,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1125,Police Department - Operations,31475,2017 FORD TAURUS AWD',ICE,10151506,7/13/2017,26920,13833.89,18987,47435,1636.4,3598.28,19,2419.343526,R1226,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1126,Police Department - Operations,31476,2017 FORD TAURUS AWD',ICE,10151506,7/13/2017,26920,13833.89,36735,96276,6814.63,12183.91,19,4680.812368,R1227,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1127,Police Department - Operations,31478,2017 FORD TAURUS AWD',ICE,10151506,7/28/2017,26920,13833.89,28413,81813,4349.82,7871.23,19,3620.414368,R1228,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,16,,,,,,,,,,,,,,,,
1128,Police Department - Operations,31479,2017 FORD TAURUS AWD',ICE,10151506,7/28/2017,26920,13833.89,37930,95922,3540.81,8342.18,19,4833.080526,R1229,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1129,Police Department - Operations,31480,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,8716,32230,699.17,3258.61,19,1110.601895,R1230,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1130,Police Department - Operations,31481,2017 FORD TAURUS AWD',ICE,10151506,7/21/2017,26920,13833.89,31172,88158,1243.58,7088.77,19,3971.969053,R1231,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1131,Police Department - Operations,31482,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,11543,42287,1104.4,2884.95,19,1470.821211,R1232,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1132,Police Department - Operations,31483,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,33253,79539,5224.06,10872.45,19,4237.132263,R1233,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1133,Police Department - Operations,31484,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,44025,98013,7001.37,11822.61,19,5609.711842,R1234,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,15,,,,,,,,,,,,,,,,
1134,Police Department - Operations,31485,2017 FORD TAURUS AWD',ICE,10151506,7/18/2017,26920,13833.89,21929,61543,2100.34,4706.68,19,2794.216263,R1235,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1135,Police Department - Operations,31486,2017 FORD TAURUS AWD',ICE,10151506,7/21/2017,26920,13833.89,11506,19801,837.97,1583.1,19,1466.106632,R1236,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1140,Police Department - Operations,31493,2017 DODGE Grand Caravan',ICE,10151506,9/8/2017,24999,10000,14805,50894,2233.94,4155.11,20,1792.14525,R1241,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1196,Police Department - Operations,31551,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,32932,55787,2331.85,4312.68,21,3796.589143,R1297,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1197,Police Department - Operations,31552,2018 FORD TAURUS AWD',ICE,10151506,5/18/2018,27424,17901.78,49657,98631,4825.9,8544.27,21,5724.742714,R1298,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1198,Police Department - Operations,31553,2018 FORD TAURUS AWD',ICE,10151506,5/24/2018,27424,17901.78,44681,88042,4577.49,8056.27,21,5151.081,R1299,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1199,Police Department - Operations,31554,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,26094,57677,2076.84,4081.82,21,3008.265429,R1300,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1200,Police Department - Operations,31555,2018 FORD TAURUS AWD',ICE,10151506,6/21/2018,27424,18282.67,36725,64669,3854.22,6631.75,21,4233.867857,R1301,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1201,Police Department - Operations,31556,2018 FORD TAURUS AWD',ICE,10151506,6/21/2018,27424,18282.67,44734,78780,5487.71,8268.91,21,5157.191143,R1302,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1202,Police Department - Operations,31557,2018 FORD TAURUS AWD',ICE,10151506,5/18/2018,27424,17901.78,53173,109826,5435.89,9422.48,21,6130.087286,R1303,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1203,Police Department - Operations,31558,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,50396,96082,4393.61,6853.31,21,5809.938857,R1304,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1204,Police Department - Operations,31559,2018 FORD TAURUS AWD',ICE,10151506,5/18/2018,27424,17901.78,50900,105393,5973.83,11252.65,21,5868.042857,R1305,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1205,Police Department - Operations,31560,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,37558,81193,4145.6,7378.54,21,4329.900857,R1306,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1206,Police Department - Operations,31561,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,17017,27274,251.81,1787.66,21,1961.817,R1307,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1207,Police Department - Operations,31562,2018 FORD TAURUS AWD',ICE,10151506,5/31/2018,27424,17901.78,27423,54012,2194.63,4346.09,21,3161.480143,R1308,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1208,Police Department - Operations,31563,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,33501,51944,3694.46,5822.11,21,3862.186714,R1309,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1209,Police Department - Operations,31564,2018 FORD TAURUS AWD',ICE,10151506,5/31/2018,27424,17901.78,22404,57992,3552.39,6533.99,21,2582.861143,R1310,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1211,Police Department - Operations,31566,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,23881,39538,2295.39,3899.95,21,2753.138143,R1312,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1212,Police Department - Operations,31567,2018 FORD TAURUS AWD',ICE,10151506,6/21/2018,27424,18282.67,28283,44695,3067.72,4925.54,21,3260.625857,R1313,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1213,Police Department - Operations,31568,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,36418,66212,3829.42,6524.89,21,4198.475143,R1314,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1214,Police Department - Operations,31569,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,44308,67651,3793.03,5975.89,21,5108.079429,R1315,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1215,Police Department - Operations,31570,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,25325,42869,1253.59,2194.7,21,2919.610714,R1316,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1216,Police Department - Operations,31571,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,50396,78763,4486.43,7232.81,21,5809.938857,R1317,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1217,Police Department - Operations,31572,2018 FORD TAURUS AWD',ICE,10151506,5/24/2018,27424,17901.78,14981,34136,636.21,2583.92,21,1727.095286,R1318,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1218,Police Department - Operations,31573,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,45189,89619,5789.18,9782.06,21,5209.646143,R1319,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1219,Police Department - Operations,31574,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,42947,59254,4304.32,6330.15,21,4951.175571,R1320,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1220,Police Department - Operations,31575,2018 FORD TAURUS AWD',ICE,10151506,5/24/2018,27424,17901.78,38163,76705,4045.58,7475.7,21,4399.648714,R1321,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1221,Police Department - Operations,31576,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,33301,73105,4055.88,8787.86,21,3839.129571,R1322,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1222,Police Department - Operations,31577,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,16874,29448,1020.96,1974.91,21,1945.331143,R1323,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1223,Police Department - Operations,31578,2018 FORD TAURUS AWD',ICE,10151506,5/24/2018,27424,17901.78,33963,60364,3448.9,5903.5,21,3915.448714,R1324,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1224,Police Department - Operations,31579,2018 FORD TAURUS AWD',ICE,10151506,5/31/2018,27424,17901.78,41593,70383,4808.24,7135,21,4795.078714,R1325,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1225,Police Department - Operations,31580,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,24427,38717,979.54,2298.81,21,2816.084143,R1326,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1226,Police Department - Operations,31581,2018 FORD TAURUS AWD',ICE,10151506,5/31/2018,27424,17901.78,49849,96150,5386.61,9360.09,21,5746.877571,R1327,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1227,Police Department - Operations,31582,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,44586,74342,4184.19,6329.39,21,5140.128857,R1328,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1228,Police Department - Operations,31584,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,37453,88270,5608.41,8579.24,21,4317.795857,R1329,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1229,Police Department - Operations,31585,2018 FORD TAURUS AWD',ICE,10151506,6/21/2018,27424,18282.67,25911,46768,1899.34,3733.78,21,2987.168143,R1330,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1230,Police Department - Operations,31586,2018 FORD TAURUS AWD',ICE,10151506,6/21/2018,27424,18282.67,16263,32993,1254.06,1707.81,21,1874.891571,R1331,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1231,Police Department - Operations,31587,2018 FORD TAURUS AWD',ICE,10151506,5/31/2018,27424,17901.78,8370,11530,127.38,1020.85,21,964.9414286,R1332,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1232,Police Department - Operations,31588,2018 FORD TAURUS AWD',ICE,10151506,5/30/2018,27424,17901.78,38089,56764,4448.57,6410.4,21,4391.117571,R1333,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1233,Police Department - Operations,31589,2018 FORD TAURUS AWD',ICE,10151506,5/22/2018,27424,17901.78,37182,59662,7492,9968.65,21,4286.553429,R1334,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1234,Police Department - Operations,31590,2016 DODGE JOURNEY',ICE,10151506,6/14/2018,15400,10266.67,15142,30607,544.67,1061.33,19,1929.409579,R1335,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1242,Police Department - Operations,31599,2018 Chrysler PACIFICA',ICE,10151506,9/4/2018,25238,17876.92,8408,14961,625.12,1236.2,22,925.2621818,R1343,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1243,Police Department - Operations,31600,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,14126,14471,778.05,1381.14,19,1799.949789,R1344,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1244,Police Department - Operations,31603,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,15463,18205,792.38,1170.18,19,1970.311737,R1345,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1245,Police Department - Operations,31606,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,19326,26766,1058.19,1602.48,19,2462.539263,R1346,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1246,Police Department - Operations,31608,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,34406,29475,1654.16,1744.94,19,4384.048737,R1347,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1247,Police Department - Operations,31609,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,8473,17734,729.77,1364.05,19,1079.638579,R1348,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1248,Police Department - Operations,31610,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,13972,22225,561.29,1306.29,19,1780.326947,R1349,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1249,Police Department - Operations,31611,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,41095,52281,2659.22,3282.66,19,5236.368158,R1350,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1250,Police Department - Operations,31612,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,27377,29401,1529.89,1572.61,19,3488.406158,R1351,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1251,Police Department - Operations,31613,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,22902,27724,581.14,782.97,19,2918.196947,R1352,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1252,Police Department - Operations,31614,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,17756,25631,758.16,997.47,19,2262.488211,R1353,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1253,Police Department - Operations,31615,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,10048,12208,159.73,287.25,19,1280.326737,R1354,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1254,Police Department - Operations,31616,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,17578,19368,927.5,971,19,2239.807263,R1355,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1255,Police Department - Operations,31617,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,59691,80737,3748.49,5094.99,19,7605.890053,R1356,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1256,Police Department - Operations,31618,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,16023,23686,747.58,1542.71,19,2041.667526,R1357,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1257,Police Department - Operations,31619,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,40616,47865,3566.65,3859.4,19,5175.333474,R1358,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1258,Police Department - Operations,31620,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,11550,12775,202.18,225.78,19,1471.713158,R1359,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1259,Police Department - Operations,31621,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,50862,59191,3764.43,6024.74,19,6480.889579,R1360,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1260,Police Department - Operations,31622,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,35805,46016,3308.51,3479.92,19,4562.310789,R1361,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1261,Police Department - Operations,31623,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,10776,11944,122.52,356.28,19,1373.089263,R1362,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1262,Police Department - Operations,31624,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,29519,39238,1175.4,1785.91,19,3761.342053,R1363,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1263,Police Department - Operations,31625,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,10751,11878,189.53,682.62,19,1369.903737,R1364,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1264,Police Department - Operations,31626,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,36977,48088,1292.4,1721.19,19,4711.648263,R1365,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1265,Police Department - Operations,31627,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,8834,17833,398.57,1234.32,19,1125.637579,R1366,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1266,Police Department - Operations,31628,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,10776,14875,126.74,841.64,19,1373.089263,R1367,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1267,Police Department - Operations,31629,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,38946,58482,3504.33,4909.48,19,4962.540316,R1368,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1268,Police Department - Operations,31630,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,8119,14541,612.17,1415.6,19,1034.531526,R1369,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1269,Police Department - Operations,31631,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,9739,18225,301.55,1485.14,19,1240.953632,R1370,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1270,Police Department - Operations,31632,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,39147,53649,3498.07,4956.37,19,4988.151947,R1371,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1271,Police Department - Operations,31633,2018 FORD EXPLORER AWD',ICE,10151506,8/7/2018,33085,22975.69,62720,71543,4187.52,4825.05,19,7991.848421,R1372,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1272,Police Department - Operations,31634,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,57830,78025,3644.38,4548.09,19,7368.759474,R1373,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1273,Police Department - Operations,31635,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,7817,12649,91.53,1702.12,19,996.0503684,R1374,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1274,Police Department - Operations,31636,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,43877,59795,3591.58,4573.33,19,5590.853526,R1375,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1275,Police Department - Operations,31637,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,14466,16448,620.98,930.36,19,1843.272947,R1376,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1276,Police Department - Operations,31638,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,10322,11817,355.15,611.12,19,1315.240105,R1377,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1277,Police Department - Operations,31639,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,15192,22671,1904.6,3529.83,19,1935.780632,R1378,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1278,Police Department - Operations,31640,2018 FORD EXPLORER AWD',ICE,10151506,8/28/2018,33085,22975.69,33099,52220,4025.73,4734.43,19,4217.509421,R1379,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,14,,,,,,,,,,,,,,,,
1279,Police Department - Operations,31641,2018 FORD EXPLORER AWD',ICE,10151506,8/2/2018,33085,22975.69,44759,63211,2412.2,3492.35,19,5703.238895,R1380,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,15,,,,,,,,,,,,,,,,
1280,Police Department - Operations,31642,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,8666,14775,272.2,1321.72,19,1104.230842,R1381,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1281,Police Department - Operations,31643,2018 FORD EXPLORER AWD',ICE,10151506,9/19/2018,33085,23435.21,12660,15161,1550.06,1735.69,19,1613.150526,R1382,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1282,Police Department - Operations,31644,2018 FORD EXPLORER AWD',ICE,10151506,8/20/2018,33085,22975.69,15542,19800,688.73,965.36,19,1980.378,R1383,Ford Explorer,46000,25,HEV,1198.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
